"","CustomerID","recency","frequency","monetary"
"686",13853,29.6583333333333,2,1056.94
"687",16717,30.2625,9,3278.36
"688",15676,30.2645833333333,5,3324.09
"689",15444,30.2659722222222,2,1418.26
"690",13050,30.2722222222222,28,5684.61
"691",12429,30.2763888888889,4,3750.4
"692",17340,30.2833333333333,16,11891.18
"693",18059,30.2902777777778,4,296.71
"694",16101,30.2958333333333,3,1245.96
"695",16265,30.3048611111111,11,5423.15
"696",16915,30.30625,6,621.68
"697",14713,30.3152777777778,12,2664.26
"698",18179,30.3173611111111,6,1793.17
"699",18158,30.3201388888889,3,451.75
"700",12882,30.3208333333333,2,1463.04
"701",17288,30.3270833333333,7,1419.73
"702",15046,30.3402777777778,16,5064.01
"703",12714,30.3451388888889,5,4708.86
"704",12784,30.3486111111111,2,574.42
"705",17736,30.35,4,337.49
"706",14385,30.35,3,202.11
"707",12524,30.3534722222222,8,4485.72
"708",14258,30.35625,10,12650.08
"709",17727,30.3604166666667,2,1042.55
"710",17737,30.3638888888889,2,168.24
"711",13212,30.3666666666667,4,780.58
"712",15793,30.3694444444444,4,948.96
"713",14936,30.3701388888889,9,8117.42
"714",17096,30.3715277777778,7,992.68
"715",15251,30.3736111111111,15,10327.11
"716",14644,30.3763888888889,4,780.46
"717",14733,30.3791666666667,15,9451.54
"718",17911,30.3805555555556,1,366.23
"719",14875,30.3881944444444,5,1448.72
"720",12528,30.3888888888889,8,1922.28
"721",16956,30.3972222222222,2,292.34
"722",15467,30.4048611111111,4,511.88
"723",15712,30.4104166666667,5,1072.36
"724",14448,30.4236111111111,2,375.35
"725",16712,30.425,11,3645.43
"726",15680,30.4263888888889,3,1333.68
"727",14618,30.4270833333333,4,538.59
"728",18230,30.4430555555556,10,2716.6
"729",17502,30.4493055555556,4,689.1
"730",15654,30.4527777777778,2,922.53
"731",13012,30.4548611111111,11,1311.62
"732",14005,30.4715277777778,5,2874.72
"733",12966,30.4736111111111,1,160.18
"734",15611,30.475,15,1568.39
"735",16361,30.4777777777778,4,896.66
"736",15152,30.4777777777778,16,4684.24
"737",14893,30.4784722222222,2,1237.85
"738",12598,30.4875,9,3002.68
"739",14963,30.4888888888889,5,1487.8
"740",16062,30.4895833333333,4,1153.62
"741",18241,30.4930555555556,18,2058.09
"742",15024,30.4958333333333,10,1661.33
"743",13647,30.5,5,1670.22
"744",15394,30.5076388888889,4,2183.54
"745",16657,30.5083333333333,4,933.62
"746",16115,30.5194444444444,8,1667.97
"747",15039,30.5201388888889,52,19786.44
"748",14755,30.525,12,4965.38
"749",16241,30.5361111111111,13,2607.87
"750",14156,30.5458333333333,66,113384.14
"751",15782,30.5493055555556,4,2593.94
"752",12630,30.55,2,1270.88
"753",13203,30.5520833333333,4,869.46
"754",15073,30.5527777777778,4,612.43
"755",14540,30.5729166666667,3,996.26
"756",13658,30.5743055555556,7,2421.47
"757",14062,30.5805555555556,12,10464.85
"758",15414,30.5902777777778,3,774.9
"759",13784,30.6020833333333,11,2462.79
"760",12953,30.6083333333333,1,329.85
"761",12494,30.6104166666667,13,1139.35
"762",12488,30.6319444444444,3,1298.66
"763",12787,30.6361111111111,3,463.66
"764",18058,30.6402777777778,1,170.16
"765",15113,30.6506944444444,4,3439.41
"766",16295,30.6548611111111,4,1328.55
"767",15903,30.6611111111111,8,5126.34
"768",14432,30.6638888888889,6,2255.51
"769",14836,31.3020833333333,3,102.45
"770",14554,31.3027777777778,4,2381.04
"771",15297,31.3111111111111,4,635.04
"772",15089,31.3118055555556,6,2420.84
"773",14088,31.3222222222222,14,50415.49
"774",17682,31.3340277777778,7,2459.33
"775",12798,31.3388888888889,3,6977.04
"776",14349,31.3479166666667,1,133.5
"777",18161,31.3486111111111,6,1612.79
"778",13576,31.3513888888889,20,6703.3
"779",17468,31.3520833333333,2,137
"780",14723,31.3590277777778,6,1158.3
"781",12670,31.3590277777778,6,2986.15
"782",16775,31.3597222222222,11,1695.66
"783",13198,31.3631944444444,8,3384.09
"784",16549,31.3708333333333,10,4154.64
"785",13068,31.375,2,344
"786",14711,31.3763888888889,12,2838.2
"787",15790,31.3798611111111,1,220.85
"788",13211,31.3868055555556,3,1197.42
"789",15615,31.3875,27,10360.04
"790",13428,31.4027777777778,1,218.47
"791",14824,31.4027777777778,4,1127.71
"792",15239,31.4069444444444,3,764.34
"793",13147,31.4173611111111,4,712.8
"794",17101,31.41875,4,1621.73
"795",14390,31.4243055555556,13,4592.47
"796",15206,31.4298611111111,4,420.3
"797",16479,31.4305555555556,2,300.83
"798",13999,31.4305555555556,15,3865.26
"799",12464,31.4354166666667,8,1212.05
"800",14235,31.4402777777778,6,3093.86
"801",16852,31.4430555555556,2,144.91
"802",14785,31.44375,2,77.4
"803",16782,31.4444444444444,19,2242.25
"804",17466,31.4479166666667,2,763.28
"805",14125,31.4673611111111,3,2740.43
"806",16168,31.46875,28,3770.6
"807",14701,31.4736111111111,12,2486.22
"808",13657,31.4777777777778,2,382.14
"809",17306,31.4902777777778,21,8600.73
"810",14550,31.4916666666667,2,765.62
"811",13137,31.49375,9,3605.08
"812",12627,31.4951388888889,7,4478.53
"813",14452,31.4958333333333,2,264.44
"814",14205,31.5027777777778,4,218.78
"815",14173,31.5041666666667,4,450.84
"816",16992,31.5069444444444,6,1601.86
"817",15218,31.5083333333333,11,5756.89
"818",17658,31.5090277777778,3,485.88
"819",12727,31.5097222222222,9,3947.7
"820",14866,31.5104166666667,13,14197.45
"821",14408,31.5131944444444,7,2606.53
"822",17711,31.5138888888889,2,385.1
"823",17655,31.5180555555556,8,2571.74
"824",18118,31.5194444444444,31,5595.77
"825",14667,31.5208333333333,27,9231.2
"826",14419,31.5263888888889,6,1058.06
"827",17772,31.5381944444444,2,182.77
"828",13496,31.5430555555556,3,617.93
"829",14180,31.5444444444444,31,4640.77
"830",16818,31.5548611111111,13,3317.97
"831",13928,31.5604166666667,4,464.57
"832",14209,31.5708333333333,7,2067.13
"833",12654,31.5763888888889,5,601.98
"834",13467,31.5826388888889,2,1083.71
"835",15783,31.5902777777778,1,246.3
"836",14601,31.5916666666667,1,213.96
"837",14321,31.5923611111111,5,1530.75
"838",14961,31.5958333333333,12,7006.58
"839",13429,31.6180555555556,4,1006.8
"840",12451,31.6388888888889,6,8933.52
"841",15148,31.6520833333333,1,301.29
"842",15619,31.6569444444444,1,336.4
"843",13349,31.6618055555556,1,247.32
"844",14901,32.2854166666667,10,1414.99
"845",14511,32.2881944444444,6,1267.41
"846",14480,32.3090277777778,1,279.05
"847",17929,32.3326388888889,5,834.5
"848",12657,32.3423611111111,5,1152.06
"849",13238,32.3541666666667,5,680.83
"850",13188,32.3555555555556,1,114.6
"851",15601,32.3645833333333,17,6745.36
"852",17237,32.3736111111111,2,314.69
"853",13950,32.3861111111111,5,728.56
"854",13266,32.3895833333333,19,3717.67
"855",17359,32.3909722222222,1,127.86
"856",13030,32.3958333333333,2,799.48
"857",17806,32.4083333333333,1,546.04
"858",16800,32.4125,1,1201.49
"859",14290,32.4152777777778,6,2307.45
"860",13389,32.4159722222222,3,797.96
"861",15838,32.4166666666667,21,33350.76
"862",17379,32.4194444444444,1,404.66
"863",13196,32.4208333333333,4,1797.78
"864",17188,32.4215277777778,9,2275.58
"865",15540,32.4229166666667,1,213.3
"866",17419,32.4256944444444,14,4200.97
"867",18101,32.4326388888889,2,223.65
"868",12660,32.4402777777778,1,245.1
"869",13844,32.44375,1,361.62
"870",17523,32.4444444444444,4,652.74
"871",16347,32.4486111111111,2,887.65
"872",14597,32.4493055555556,2,883.15
"873",17019,32.4541666666667,4,1272.61
"874",16744,32.4541666666667,7,1304.76
"875",13590,32.4625,7,1976.12
"876",14704,32.4645833333333,9,1546.91
"877",16094,32.46875,6,1041.83
"878",18096,32.4694444444444,3,911.15
"879",17852,32.475,2,114.34
"880",15022,32.4756944444444,4,905.04
"881",12674,32.4847222222222,7,1919.31
"882",14215,32.4868055555556,7,1777.92
"883",15721,32.4902777777778,1,507.08
"884",17299,32.4993055555556,4,669.11
"885",18041,32.5145833333333,22,4161.14
"886",13004,32.5229166666667,22,5613.43
"887",16364,32.5229166666667,2,707.04
"888",15714,32.5236111111111,2,330.88
"889",13758,32.5340277777778,7,3190.55
"890",15561,32.5368055555556,5,722.74
"891",17988,32.5416666666667,8,191.17
"892",16900,32.5486111111111,5,187.69
"893",12427,32.55,5,708.37
"894",14470,32.5618055555556,2,461.19
"895",17651,32.5631944444444,14,3886.67
"896",13418,32.5673611111111,23,5845.44
"897",17031,32.5673611111111,2,380.35
"898",15571,32.5819444444444,4,650.43
"899",12906,32.5868055555556,5,2919.81
"900",18229,32.5916666666667,20,7276.9
"901",15511,32.5951388888889,5,909.23
"902",13258,32.6034722222222,3,698.58
"903",17739,32.6166666666667,8,2786.05
"904",14741,32.6333333333333,6,1400.34
"905",14093,33.3145833333333,1,442.85
"906",15555,33.3201388888889,20,4758.2
"907",13991,33.3208333333333,7,850.63
"908",17595,33.3277777777778,2,388.79
"909",15436,33.3298611111111,3,1122.53
"910",18001,33.3319444444444,2,417.23
"911",15861,33.3340277777778,9,3000.36
"912",13610,33.3486111111111,9,1115.43
"913",15987,33.3486111111111,7,1451.28
"914",17231,33.3625,14,3127.82
"915",15054,33.3736111111111,2,302.1
"916",13546,33.3819444444444,3,626.99
"917",18112,33.3868055555556,2,352.69
"918",17885,33.3888888888889,1,190.19
"919",15514,33.3888888888889,13,2963.19
"920",14954,33.3958333333333,1,336.17
"921",17411,33.3993055555556,4,748.94
"922",16877,33.4256944444444,6,853.72
"923",16005,33.4256944444444,4,615.39
"924",15009,33.4340277777778,3,1261.78
"925",16024,33.4402777777778,1,251.24
"926",17068,33.4486111111111,22,4531.34
"927",16923,33.4583333333333,26,6666.83
"928",15351,33.4638888888889,10,1862.14
"929",14577,33.4673611111111,4,859.71
"930",16942,33.4722222222222,10,1894.11
"931",13064,33.4784722222222,4,1119.49
"932",15747,33.4819444444444,3,974.04
"933",18156,33.4833333333333,2,734.94
"934",17365,33.4909722222222,8,4801.56
"935",16983,33.4930555555556,8,1920.2
"936",17236,33.5,6,916.13
"937",13782,33.5041666666667,6,912
"938",17812,33.5090277777778,4,732.16
"939",18145,33.5263888888889,4,2861.55
"940",17769,33.5291666666667,12,3960.63
"941",14859,33.5291666666667,5,1352.04
"942",17864,33.53125,3,597.5
"943",14878,33.53125,9,1485.54
"944",16407,33.5381944444444,10,2126.93
"945",13571,33.5506944444444,12,2092.32
"946",13232,33.55625,7,1357.6
"947",17813,35.3243055555556,7,1714.6
"948",13256,35.3354166666667,1,0
"949",15473,35.3645833333333,10,1465.2
"950",15186,35.3763888888889,2,411.41
"951",14710,35.3798611111111,4,606.13
"952",17329,35.4,2,523.11
"953",17562,35.4020833333333,8,1107.38
"954",13437,35.4166666666667,7,3408.06
"955",14111,35.4277777777778,5,688.6
"956",14946,35.4354166666667,1,100.9
"957",13332,35.4375,1,350.9
"958",12438,35.4388888888889,2,2906.85
"959",16814,35.4395833333333,22,6500.6
"960",16327,35.4423611111111,6,3844.22
"961",13048,35.4423611111111,5,1805.91
"962",13149,35.4520833333333,4,1676.06
"963",17557,35.4604166666667,3,541.46
"964",14966,35.4861111111111,1,191.32
"965",13589,35.4930555555556,2,379.65
"966",13184,35.4986111111111,12,1648.79
"967",13525,35.4993055555556,2,628.78
"968",15872,35.5034722222222,2,360.93
"969",13978,35.5166666666667,2,196.79
"970",12681,35.5173611111111,27,13677.59
"971",17348,35.5243055555556,5,1159.52
"972",15737,35.5270833333333,12,1121.21
"973",18172,35.5333333333333,25,7490.17
"974",12531,35.5333333333333,1,125.22
"975",17385,35.5402777777778,1,261.11
"976",15382,35.5430555555556,8,5927.86
"977",17624,35.5472222222222,2,843.48
"978",12620,35.5694444444444,3,1339.41
"979",17302,35.6,6,1119.93
"980",16719,35.60625,8,1773.92
"981",14703,35.6090277777778,1,318.17
"982",16856,35.6256944444444,1,35.4
"983",15134,35.6284722222222,8,1387.99
"984",13579,35.6381944444444,2,467.04
"985",15117,35.6583333333333,6,1550.13
"986",14756,36.2409722222222,1,738.96
"987",16668,36.2618055555556,6,306.72
"988",17323,36.2715277777778,9,908.99
"989",15428,36.2958333333333,1,93.78
"990",17516,36.2979166666667,5,768.08
"991",18188,36.3013888888889,4,1998.49
"992",16566,36.3097222222222,6,614.01
"993",16616,36.3118055555556,2,500.42
"994",14805,36.3194444444444,4,554.65
"995",14709,36.3465277777778,14,4911.14
"996",15953,36.3527777777778,10,1634.53
"997",18184,36.3555555555556,1,49.8
"998",13719,36.3569444444444,5,1041.68
"999",17247,36.3604166666667,1,282.19
"1000",12937,36.3715277777778,4,1504.27
"1001",17345,36.3729166666667,4,537.74
"1002",14277,36.3743055555556,4,3957
"1003",13207,36.3805555555556,2,250.26
"1004",15725,36.38125,1,415.25
"1005",17767,36.3875,1,271.2
"1006",13995,36.4013888888889,6,1383.49
"1007",14591,36.41875,4,1447.14
"1008",16885,36.4305555555556,3,471.51
"1009",16609,36.4361111111111,9,5450.96
"1010",17975,36.4395833333333,14,4393.61
"1011",12705,36.4465277777778,14,6814.24
"1012",17458,36.4576388888889,1,316.5
"1013",15858,36.4666666666667,5,1438.85
"1014",15502,36.4666666666667,23,5541.46
"1015",16824,36.4736111111111,2,460.64
"1016",16482,36.4770833333333,1,220.62
"1017",12388,36.4791666666667,6,2780.66
"1018",12757,36.4791666666667,19,4227.7
"1019",17133,36.48125,7,4892.24
"1020",15005,36.4826388888889,35,6180.49
"1021",17671,36.4854166666667,6,1284.08
"1022",12395,36.4861111111111,15,2998.28
"1023",15034,36.4923611111111,11,4277.66
"1024",16189,36.5090277777778,2,215.48
"1025",16157,36.5131944444444,4,644.24
"1026",14410,36.5305555555556,15,576.3
"1027",14640,36.5416666666667,8,2042.15
"1028",16173,36.5465277777778,7,1406.57
"1029",15482,36.5513888888889,16,6568.72
"1030",13588,36.5541666666667,13,2445.12
"1031",13638,36.5569444444444,1,122.64
"1032",14607,36.5590277777778,17,11341.1
"1033",17228,36.5666666666667,8,1906.09
"1034",17139,36.575,15,10585.57
"1035",16596,36.5819444444444,2,250.15
"1036",14987,36.5840277777778,2,326.4
"1037",15632,36.5895833333333,10,3147.31
"1038",14539,36.5902777777778,2,537.48
"1039",15270,36.6083333333333,9,2298.2
"1040",13277,36.6104166666667,4,258.4
"1041",12421,36.6201388888889,5,806.27
"1042",15594,36.6298611111111,6,1767.53
"1043",16343,37.2604166666667,2,370.48
"1044",15743,37.2784722222222,4,784.46
"1045",12948,37.2847222222222,8,2053.7
"1046",12557,37.2923611111111,5,11990.96
"1047",17135,37.3,7,1139.73
"1048",15393,37.3,2,231.86
"1049",15398,37.3006944444444,3,1339.63
"1050",17725,37.3097222222222,14,3371.13
"1051",13350,37.3104166666667,3,910.72
"1052",15253,37.3180555555556,6,915.3
"1053",17410,37.3430555555556,5,1214.72
"1054",13831,37.3465277777778,6,2202.99
"1055",17034,37.3652777777778,4,734.57
"1056",16660,37.3798611111111,5,810.45
"1057",12619,37.3805555555556,13,3214.81
"1058",16653,37.38125,3,1166.92
"1059",13174,37.3923611111111,3,2817.03
"1060",18084,37.41875,2,87.53
"1061",13139,37.4208333333333,8,5055.79
"1062",14099,37.4215277777778,12,3092.97
"1063",15916,37.4263888888889,10,1491.24
"1064",14335,37.4298611111111,2,468.26
"1065",13899,37.4305555555556,2,388.52
"1066",17463,37.4305555555556,6,1881.36
"1067",13018,37.4388888888889,29,7272.75
"1068",17422,37.4395833333333,10,1853.13
"1069",17469,37.4479166666667,6,1843.06
"1070",17809,37.4583333333333,15,4627.62
"1071",14675,37.4597222222222,1,604.75
"1072",14744,37.4645833333333,9,1088.53
"1073",16079,37.4666666666667,3,1352
"1074",15901,37.4701388888889,3,363.88
"1075",16255,37.4722222222222,10,2609.3
"1076",14581,37.4729166666667,1,138.6
"1077",15727,37.475,7,5178.96
"1078",13448,37.4770833333333,10,3465.67
"1079",14912,37.4798611111111,3,841.52
"1080",13650,37.4847222222222,7,1809.34
"1081",14049,37.4861111111111,6,5639.15
"1082",16066,37.5041666666667,5,1521.87
"1083",17700,37.50625,6,2508.89
"1084",14336,37.5138888888889,4,1614.91
"1085",17685,37.5166666666667,7,3191.53
"1086",16020,37.5291666666667,3,851.01
"1087",13742,37.5368055555556,14,3102.42
"1088",17010,37.5388888888889,2,185.46
"1089",13502,37.55625,3,292
"1090",12452,37.5638888888889,3,428.57
"1091",14334,37.5826388888889,9,2539.46
"1092",16185,37.5965277777778,2,529.41
"1093",16670,37.6013888888889,17,4022.46
"1094",14790,37.6055555555556,4,745.06
"1095",14020,37.6097222222222,2,642.8
"1096",15949,37.61875,2,364.72
"1097",12936,38.2694444444444,5,1012.9
"1098",16261,38.2756944444444,4,746.83
"1099",12483,38.2895833333333,13,2327.13
"1100",15965,38.3027777777778,4,845.64
"1101",17519,38.3034722222222,7,1839.07
"1102",12775,38.3104166666667,6,1351.24
"1103",15634,38.3138888888889,1,243.55
"1104",12586,38.3166666666667,2,179.94
"1105",18139,38.3208333333333,8,8393.22
"1106",17759,38.3319444444444,3,834.99
"1107",14505,38.34375,11,5818.7
"1108",15811,38.3548611111111,9,2171.32
"1109",13940,38.3645833333333,4,839.14
"1110",18249,38.3701388888889,1,95.34
"1111",12920,38.3715277777778,1,164.23
"1112",16164,38.3722222222222,4,802.53
"1113",13986,38.375,1,320.46
"1114",17297,38.3868055555556,1,131.78
"1115",13488,38.3881944444444,17,8910.61
"1116",12474,38.3895833333333,30,7116.47
"1117",17500,38.3993055555556,3,1138
"1118",17338,38.4006944444444,10,6612.18
"1119",13322,38.4020833333333,1,199.48
"1120",16422,38.4166666666667,75,33805.69
"1121",12656,38.4291666666667,8,3982.72
"1122",16633,38.4298611111111,7,2878.15
"1123",16985,38.4354166666667,11,5461.62
"1124",17371,38.4375,3,423.89
"1125",15977,38.4381944444444,2,1054.73
"1126",16722,38.4388888888889,16,4711.21
"1127",17360,38.4506944444444,3,585.79
"1128",13569,38.4534722222222,2,373.75
"1129",14506,38.4569444444444,5,2012.17
"1130",14768,38.4625,3,139.5
"1131",15150,38.4638888888889,11,5303.97
"1132",15971,38.4652777777778,12,4199.85
"1133",14467,38.4666666666667,4,598.76
"1134",14657,38.4673611111111,5,838.27
"1135",13363,38.4722222222222,2,992.5
"1136",17155,38.4736111111111,2,251.7
"1137",13832,38.4784722222222,2,40.95
"1138",15116,38.4826388888889,4,1352.75
"1139",16330,38.4833333333333,4,242.21
"1140",17075,38.5013888888889,5,813.77
"1141",15497,38.50625,3,1259.7
"1142",13268,38.50625,15,3167.64
"1143",14424,38.5083333333333,1,322.08
"1144",17073,38.5090277777778,4,1446.09
"1145",14515,38.5159722222222,6,2102.09
"1146",16655,38.5243055555556,6,3794.52
"1147",16365,38.525,9,1540.42
"1148",13499,38.5270833333333,7,1146.96
"1149",16128,38.5319444444444,5,1880.22
"1150",13681,38.5326388888889,4,827.83
"1151",16532,38.5361111111111,3,6748.8
"1152",13247,38.5423611111111,4,501.12
"1153",17324,38.5597222222222,4,990.23
"1154",16352,38.5611111111111,2,494.44
"1155",14834,38.5625,8,1698.35
"1156",16607,38.5666666666667,16,3038.67
"1157",18274,38.5708333333333,2,0
"1158",16748,38.5715277777778,5,1515.9
"1159",17600,38.5951388888889,1,161.67
"1160",15845,38.5958333333333,10,3650.87
"1161",17453,38.5958333333333,2,486.72
"1162",16107,38.5972222222222,7,3204.16
"1163",17313,38.6090277777778,2,2288.13
"1164",13456,38.6125,7,1737.82
"1165",15106,38.6138888888889,7,1407.73
"1166",14297,38.6208333333333,6,1284.06
"1167",16311,38.6291666666667,2,616.26
"1168",13403,38.6472222222222,1,75
"1169",15699,38.6486111111111,1,309.65
"1170",17432,39.26875,2,365.76
"1171",15132,39.2847222222222,5,977.93
"1172",15105,39.2958333333333,7,2298.93
"1173",13246,39.2986111111111,7,1922.1
"1174",14030,39.3,8,2360.09
"1175",17100,39.3083333333333,2,971.74
"1176",16369,39.3159722222222,3,1553.66
"1177",13862,39.3166666666667,10,2187.31
"1178",15406,39.3236111111111,4,426.61
"1179",12504,39.3319444444444,4,114
"1180",13282,39.3520833333333,6,1047.84
"1181",15115,39.3756944444444,1,340.11
"1182",12904,39.3930555555556,2,509.58
"1183",12878,39.3958333333333,3,841.64
"1184",14551,39.4333333333333,2,186.23
"1185",17625,39.4333333333333,4,2047
"1186",13739,39.4340277777778,1,216.9
"1187",15681,39.4409722222222,6,946.36
"1188",14482,39.4486111111111,6,2068.15
"1189",15163,39.4513888888889,2,304.47
"1190",15093,39.4520833333333,9,4410.14
"1191",17253,39.4590277777778,1,178.26
"1192",15179,39.4631944444444,7,2186.2
"1193",15671,39.4701388888889,10,2635.49
"1194",12984,39.4743055555556,1,97.5
"1195",16713,39.475,21,6840.23
"1196",13167,39.4833333333333,4,791.33
"1197",15857,39.4875,1,297
"1198",15527,39.4881944444444,10,2348.82
"1199",13673,39.4923611111111,2,396.92
"1200",14449,39.4958333333333,4,907.1
"1201",16406,39.5020833333333,1,163.07
"1202",15645,39.5034722222222,1,612.01
"1203",14426,39.5090277777778,16,3918.9
"1204",14587,39.5180555555556,10,1598.24
"1205",17664,39.5215277777778,2,604.64
"1206",17227,39.5479166666667,6,939.32
"1207",15567,39.55,1,186.01
"1208",13189,39.55625,2,260.68
"1209",12795,39.5645833333333,1,430.48
"1210",14883,39.5673611111111,7,756.64
"1211",12658,39.5680555555556,1,686.05
"1212",13823,39.5680555555556,2,957.66
"1213",17888,39.5708333333333,10,525.78
"1214",12349,39.5895833333333,1,1757.55
"1215",14300,39.6270833333333,1,43.2
"1216",16139,39.6409722222222,3,635.41
"1217",14447,39.6472222222222,5,1163.23
"1218",15738,39.6486111111111,19,4788.77
"1219",16366,39.6534722222222,1,327.3
"1220",13430,39.6534722222222,4,648.69
"1221",18080,39.6652777777778,2,1231.5
"1222",16399,40.325,2,408.57
"1223",13142,40.3284722222222,1,307.09
"1224",17384,40.3416666666667,2,336.4
"1225",15426,40.35,7,1429.9
"1226",15533,40.3506944444444,5,746.92
"1227",13200,40.3506944444444,4,870.09
"1228",17425,40.3541666666667,2,759.17
"1229",17738,40.3715277777778,5,1863.35
"1230",16710,40.3819444444444,10,2483.04
"1231",17758,40.3854166666667,8,3456.7
"1232",13565,40.39375,2,240.22
"1233",14984,40.3972222222222,2,213.27
"1234",18040,40.4027777777778,2,357.2
"1235",15850,40.4069444444444,2,238.85
"1236",18127,40.4131944444444,3,348.73
"1237",16666,40.4159722222222,1,118.98
"1238",12597,40.4354166666667,5,3683.13
"1239",16411,40.4423611111111,2,214.65
"1240",15988,40.4423611111111,1,158.03
"1241",15044,40.4444444444444,22,7629.38
"1242",14553,40.4444444444444,5,859.27
"1243",14359,40.4465277777778,6,882.58
"1244",16533,40.4527777777778,5,1026.94
"1245",13427,40.4569444444444,3,582.6
"1246",16212,40.4583333333333,3,681.19
"1247",18110,40.4590277777778,2,206.05
"1248",17561,40.4631944444444,1,167.62
"1249",13118,40.4680555555556,7,1125
"1250",14159,40.475,14,4678.3
"1251",14052,40.4791666666667,1,225.36
"1252",15906,40.4833333333333,8,1521.79
"1253",17555,40.4847222222222,2,483.26
"1254",16784,40.4861111111111,1,107.6
"1255",16506,40.4881944444444,2,90.3
"1256",14595,40.4916666666667,6,1740.6
"1257",16464,40.4923611111111,3,1314.68
"1258",14502,40.5069444444444,14,2351.02
"1259",16762,40.5118055555556,3,1501.38
"1260",12778,40.5145833333333,7,804.23
"1261",15963,40.51875,2,470.76
"1262",14157,40.5194444444444,3,400.43
"1263",12540,40.5201388888889,19,13309.04
"1264",15919,40.5222222222222,2,639.89
"1265",14477,40.5340277777778,5,1307.81
"1266",14881,40.5375,1,255.4
"1267",17387,40.5416666666667,2,784.11
"1268",14664,40.5423611111111,2,637.89
"1269",12702,40.5583333333333,1,219
"1270",14116,40.5631944444444,5,1382.74
"1271",13988,40.5729166666667,9,4098.8
"1272",15465,40.5756944444444,24,6945.02
"1273",13895,42.28125,5,2588.12
"1274",17621,42.2840277777778,4,1336.1
"1275",12779,42.2847222222222,12,3868.7
"1276",14902,42.2854166666667,2,314.11
"1277",16560,42.2881944444444,3,816.51
"1278",18276,42.2909722222222,3,323.36
"1279",13381,42.2923611111111,7,3626.81
"1280",17961,42.2951388888889,39,1296.44
"1281",13091,42.3,2,319.82
"1282",12697,42.3215277777778,5,939.02
"1283",14073,42.3236111111111,2,139.54
"1284",14903,42.3284722222222,10,2744.48
"1285",16350,42.3381944444444,5,1100.47
"1286",12781,42.34375,5,707.72
"1287",14820,42.3465277777778,4,507.29
"1288",14315,42.3506944444444,7,2456.98
"1289",13960,42.35625,2,230.22
"1290",16279,42.375,4,1496.68
"1291",17650,42.3805555555556,1,166.08
"1292",15494,42.38125,2,1299.23
"1293",14285,42.3819444444444,4,1910.01
"1294",15368,42.3875,1,446.94
"1295",17779,42.40625,5,642.17
"1296",13094,42.4118055555556,16,1708.86
"1297",16463,42.4159722222222,7,1383.7
"1298",17904,42.41875,2,178.92
"1299",13880,42.4277777777778,13,3219.77
"1300",17301,42.4284722222222,1,197.63
"1301",12578,42.4375,4,2753.36
"1302",12444,42.4423611111111,5,5005.46
"1303",14342,42.44375,6,607.71
"1304",13516,42.4479166666667,3,1389.41
"1305",15088,42.4486111111111,3,1140.27
"1306",15933,42.4486111111111,3,1107.46
"1307",16924,42.4631944444444,4,739.5
"1308",12498,42.4631944444444,3,403.7
"1309",14593,42.4666666666667,3,617.99
"1310",17286,42.4673611111111,1,153.92
"1311",12931,42.4729166666667,20,33462.81
"1312",15530,42.4826388888889,4,1502.35
"1313",18034,42.4847222222222,2,422.88
"1314",12391,42.4951388888889,1,460.89
"1315",13117,42.4986111111111,8,984.91
"1316",16945,42.5145833333333,19,4345.5
"1317",12380,42.5229166666667,5,2720.56
"1318",18061,42.5277777777778,10,2119.41
"1319",12618,42.5347222222222,1,177.31
"1320",14849,42.5430555555556,28,7904.28
"1321",17760,42.5444444444444,2,287.59
"1322",17159,42.5472222222222,4,1534.73
"1323",12603,42.5541666666667,1,739.2
"1324",14641,42.5541666666667,1,110.46
"1325",16511,42.5548611111111,3,950.26
"1326",16134,42.5798611111111,3,603.69
"1327",13941,42.5951388888889,7,4912.41
"1328",16414,42.5958333333333,2,126.25
"1329",13396,42.5958333333333,4,1325.29
"1330",17163,42.6270833333333,2,293.1
"1331",14434,42.6277777777778,6,1372.8
"1332",13962,42.6340277777778,2,169.55
"1333",14508,43.175,2,276.42
"1334",16871,43.1895833333333,7,2761.49
"1335",12406,43.1930555555556,3,3280.75
"1336",12445,43.2201388888889,1,133.4
"1337",14234,43.2548611111111,4,775.46
"1338",16042,43.2569444444444,7,1147.37
"1339",15983,43.2680555555556,4,1475.02
"1340",15081,43.2861111111111,6,487.35
"1341",16009,43.2979166666667,4,992.71
"1342",13138,43.2979166666667,6,962.39
"1343",13313,43.3,5,1555.32
"1344",17095,43.3055555555556,6,1088.2
"1345",15435,43.30625,1,149.29
"1346",16531,43.3131944444444,7,1244.59
"1347",13828,43.3319444444444,1,209.49
"1348",15267,43.3340277777778,5,1717.36
"1349",16070,43.3402777777778,2,852.15
"1350",12997,43.3423611111111,7,1197.94
"1351",15287,43.3513888888889,3,485.24
"1352",14416,43.3597222222222,2,490.22
"1353",17799,43.3638888888889,11,3026.08
"1354",14362,43.3694444444444,1,161.2
"1355",16656,43.3868055555556,21,8568.24
"1356",18221,43.3888888888889,6,1033.31
"1357",17985,43.4,1,634.95
"1358",13815,43.4034722222222,5,4014.91
"1359",17397,43.4111111111111,2,696.41
"1360",14034,43.4152777777778,4,512.02
"1361",12449,43.4263888888889,4,4067.29
"1362",13894,43.4340277777778,5,535.97
"1363",15864,43.4361111111111,8,1769.78
